size,mflop
31,1513.03
32,1486.74
96,1494.77
97,1656.92
127,1644.92
128,1150.9
129,1672.86
191,1584.13
192,1227.99
229,1536.84
255,1561.99
256,768.192
257,1579.88
319,1576.61
320,1169.02
321,1575.21
417,1598.9
479,1604.85
480,1364.03
511,1616.88
512,479.3
639,1582.35
640,380.83
767,1233.24
768,298.555
769,397.91
1023,551.652
1024,157.196
1025,346.947
1525,1188.31
1526,1194.4
1527,1157.9
