size,mflop
31,3300.71
32,3950.21
96,5184.61
97,4283.24
127,4222.61
128,5196.57
129,4289.66
191,4254.61
192,5278.77
229,4112.2
255,4380.34
256,5198.16
257,4470.76
319,4347.6
320,5165.17
321,4337.81
417,4432.04
479,4469.5
480,5341.35
511,4492.65
512,5350.98
639,4532.24
640,5402.07
767,4538.44
768,5427.33
769,4410.48
1023,772.805
1024,4646.85
1025,3934.91
1525,4342.83
1526,4985.92
1527,4379.21
