size,mflop
31,3403.75
32,4017.89
96,5292.82
97,4384.88
127,4361.74
128,5367.11
129,4447.25
191,4427.56
192,5490.86
229,4408.45
255,4563.34
256,5481.76
257,4621.03
319,4365.74
320,5300.75
321,4393.3
417,4486.05
479,4506.45
480,5426.65
511,4524.71
512,5464.52
639,4582.5
640,5499.23
767,4206.09
768,4941.27
769,4203.05
1023,4222.03
1024,5064.27
1025,4237.03
1525,4274.33
1526,4876.67
1527,4267.95
