size,mflop
31,3346.55
32,3984.07
96,5199.16
97,4311.48
127,4413.99
128,5473.51
129,4520.16
191,4351.61
192,5421.61
229,4273.21
255,4481.38
256,5321.94
257,4515.09
319,4318
320,5129.62
321,4278.22
417,4369.84
479,4398.45
480,5257.81
511,4445
512,5350.09
639,4501.93
640,5363.22
767,4567.66
768,5353.69
769,4382.37
1023,4122.6
1024,5034.84
1025,4188.28
1525,4389.65
1526,5048.64
1527,4391.41
