size,mflop
31,3459.89
32,4255.58
96,5307.27
97,4402.73
127,4428.95
128,5515.01
129,4542.31
191,4388.91
192,5523.58
229,4206.89
255,4366.47
256,5237.97
257,4359.95
319,4409.15
320,5105.92
321,4350.12
417,4329.85
479,4389.68
480,5308.14
511,4475.81
512,5337.62
639,4541.55
640,5388.16
767,4559.11
768,5416.26
769,4534.92
1023,2490.61
1024,830.652
1025,1265.42
1525,1185.52
1526,1287.61
1527,526.725
