size,mflop
31,1752.28
32,2264.33
96,2617.21
97,2177.86
127,2047.85
128,2593.24
129,2088.64
191,1892.68
192,2261.61
229,1817.19
255,1876.62
256,2246.74
257,1810.44
319,1709.39
320,4429.46
321,3784.01
417,3854.91
479,3946.64
480,4904.15
511,3224.28
512,3838.97
639,4067.89
640,4102.08
767,3518.58
768,4311.69
769,3613.34
1023,2799.25
1024,3400.67
1025,2792.95
1525,3782.4
1526,4344.11
1527,3896.05
