size,mflop
31,1551
32,1527.66
96,1084.38
97,1658
127,1618.16
128,565.165
129,1580.69
191,1218.53
192,620.131
229,1211.35
255,1208.71
256,265.471
257,1224.65
319,807.491
320,583.725
321,803.751
417,165.304
479,629.733
480,617.074
511,529.209
512,162.92
639,296.188
640,232.639
767,400.574
768,238.063
769,629.196
1023,383.44
1024,155.026
1025,503.202
1525,455.904
1526,468.589
1527,479.75
