size,mflop
31,3412.82
32,4003.4
96,5245.4
97,4336.74
127,4424.09
128,5438.32
129,4453.89
191,4328.34
192,5415.71
229,4255.2
255,4287.82
256,5326.84
257,4495.71
319,4441.74
320,5211.98
321,4384.57
417,4223.67
479,4291.82
480,5355.8
511,4264.71
512,5384.58
639,4069.21
640,4854.67
767,4045.32
768,4732.47
769,3935.63
1023,4076.15
1024,4984.66
1025,4035.54
1525,4112.74
1526,4711.58
1527,4149.27
