size,mflop
31,2335.81
32,2801.93
96,3648.41
97,3049.13
127,2937.69
128,3445.7
129,3012.94
191,3161.73
192,3688.3
229,3115.36
255,2951.28
256,3431.07
257,2988.39
319,3111.26
320,3600.18
321,3138.6
417,3134.2
479,3173.1
480,3667.06
511,2885.13
512,3350.99
639,3136.7
640,3614.75
767,2999.49
768,3470.45
769,2979.43
1023,2862.62
1024,3273.7
1025,2832.66
1525,2694.14
1526,3038.31
1527,2637.09
