size,mflop
31,3415.81
32,4042.64
96,4112.77
97,3426.35
127,3525.53
128,3997.65
129,3418.46
191,3576.01
192,4139.48
229,3493.72
255,3265.36
256,3816.25
257,3222.14
319,3587.74
320,4148.45
321,3551.13
417,3551.2
479,3577.82
480,4128.9
511,3234.12
512,3792.32
639,3513.33
640,3974.92
767,3292.2
768,3815.93
769,3275.86
1023,3186.97
1024,3496.19
1025,3174.87
1525,3377.2
1526,3830.97
1527,3388.8
