size,mflop
31,2327.04
32,3055.53
96,3057.36
97,2415.74
127,2454.1
128,3023.94
129,2424.34
191,2453.23
192,3011.93
229,2434.71
255,2453.97
256,2851.74
257,2424.3
319,2451.55
320,2969.93
321,2436.05
417,2429.51
479,2431.95
480,2952.91
511,2340.79
512,2695.86
639,2430.44
640,2958.42
767,2422.72
768,2854.78
769,2417.92
1023,2344.26
1024,2651.07
1025,2340.9
1525,1810.6
1526,1948.11
1527,1831.85
