size,mflop
31,1633.07
32,1611.11
96,1091
97,1713.5
127,1702.6
128,555.87
129,1684.59
191,1257.82
192,622.099
229,1301.62
255,1293.05
256,267.826
257,1296.21
319,775.948
320,590.56
321,756.883
417,629.516
479,182.482
480,526.381
511,271.347
512,171.362
639,214.653
640,334.406
767,369.528
768,263.057
769,549.815
1023,451.652
1024,152.428
1025,359.303
1525,320.296
1526,369.749
1527,325.229
