size,mflop
31,3260.66
32,3866.12
96,5097.74
97,4299.95
127,4250.98
128,5251.44
129,4387.29
191,4375.71
192,5431.81
229,4278.75
255,4533.49
256,5432.74
257,4574.1
319,4377.34
320,5309.43
321,4409.96
417,4499.1
479,4516.86
480,5445.6
511,4531.88
512,5474.78
639,4598.63
640,5549.56
767,4628.32
768,5589.61
769,4575.45
1023,4194.37
1024,5013.14
1025,4234.32
1525,4368.17
1526,5002.06
1527,4353.3
