size,mflop
31,3455.25
32,4060.16
96,5306.74
97,4407.05
127,4450.36
128,4821.85
129,4537.74
191,4366.99
192,5533.7
229,4323.98
255,4558.47
256,5180.8
257,4619.94
319,4375.95
320,5326.24
321,4404.52
417,4489.72
479,4508.14
480,5421.08
511,4524.9
512,5502.26
639,4591.91
640,5549.34
767,4623.56
768,5594.83
769,4588.22
1023,4267.43
1024,5060.44
1025,4282.74
1525,4409.08
1526,5081.32
1527,4404.91
