size,mflop
31,3619.53
32,4043.56
96,8107.24
97,5795.16
127,9201.49
128,9429.19
129,7320.93
191,11131.3
192,11316
229,10684.3
255,12246.3
256,12424.6
257,10711.2
319,12464.2
320,12882.8
321,10735.7
417,11209.6
479,12410.8
480,12515.2
511,12555.5
512,11653.1
639,12774.2
640,12388.7
767,12728.1
768,12458.8
769,12481.2
1023,11129.4
1024,12671.6
1025,10281.8
1525,7658.44
1526,8616.05
1527,9077.41
