size,mflop
31,3405.98
32,4007.46
96,4572.1
97,3987.6
127,3875.08
128,4754.09
129,3783.96
191,3842.25
192,5026.09
229,3896.54
255,3805.85
256,4677.92
257,3768.89
319,3942.06
320,5058.78
321,3789.01
417,3799.46
479,3945.99
480,4438.65
511,3311.58
512,4036.77
639,3646.57
640,4660.14
767,3711.01
768,4623.62
769,3702.21
1023,2675.77
1024,3158.16
1025,2648.3
1525,3870.46
1526,4576.64
1527,3776.77
