size,mflop
31,3347.32
32,3923.95
96,5202.97
97,4328.56
127,4361.17
128,5397.95
129,4440.29
191,4313.24
192,5441.42
229,4242.73
255,4403.34
256,5350.59
257,4518.02
319,4468.26
320,5176.66
321,4336.44
417,4419.32
479,4455.06
480,5303.84
511,4478.72
512,5374.74
639,4531.41
640,5394.3
767,4556.34
768,5474.09
769,4562.74
1023,4244.69
1024,5097.25
1025,4292.25
1525,3050.4
1526,4338.66
1527,4385.57
