size,mflop
31,3392.05
32,3941.12
96,5256.77
97,4370.97
127,4409.54
128,5412.88
129,4488.46
191,4342.38
192,5447.97
229,4313.17
255,4476.46
256,5406.88
257,4424.47
319,4088.98
320,4874.31
321,4142.37
417,3858.23
479,3872.88
480,4416.88
511,3713.5
512,4492.1
639,3758.9
640,4525.56
767,3912.34
768,4614.88
769,3901.31
1023,3908.9
1024,4604.28
1025,3823.38
1525,3671.78
1526,3450.42
1527,3851
