size,mflop
31,3403.51
32,3915.26
96,5239.76
97,4369.27
127,4428.16
128,5460.99
129,4507.1
191,4327.83
192,5332.45
229,4232.38
255,4503.04
256,5324.33
257,4543.06
319,4363.74
320,5150.86
321,4338.35
417,4438.49
479,4490.2
480,5282.67
511,4334.57
512,4967.05
639,4017.94
640,4702.16
767,4064.73
768,4729.96
769,4063.58
1023,4091.42
1024,4702.67
1025,4072.32
1525,3993.49
1526,4363.79
1527,3346.54
