size,mflop
31,3448.65
32,4049.04
96,5264.77
97,4381.51
127,4369.22
128,4757.98
129,4467.66
191,4348.71
192,5496.21
229,4300.72
255,4555.67
256,5177.71
257,4620.45
319,4376.06
320,5321.82
321,4404.64
417,4491.5
479,4512.27
480,5428.94
511,4529.31
512,5499.39
639,4592.27
640,5551.4
767,4624.8
768,5587.54
769,4590.21
1023,4264.65
1024,5055.95
1025,4282.88
1525,4407.43
1526,5075.34
1527,4402.76
