size,mflop
31,3441.23
32,4061.65
96,5295.54
97,4349.78
127,4449.48
128,5510.11
129,4537.62
191,4302.48
192,5516.08
229,4329.87
255,4096.32
256,4913.18
257,4314.77
319,3975.71
320,4751.97
321,4005.27
417,3821.2
479,3864.48
480,4532.55
511,3715.19
512,4432.48
639,3814.28
640,4627.6
767,3895.6
768,4644.87
769,3988.55
1023,3860.94
1024,4616.97
1025,3868.8
1525,3985.62
1526,4522.26
1527,3978.7
